,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
0,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4038867501,QUEENS,,,,Ridgewood,2019-03-29T00:00:01.000,06 QUEENS,Food Poisoning,2019-03-09T00:00:00.000,73 AVENUE,74 AVENUE,1 or 2,2019-03-23T07:50:28.000,N/A,73-25 WOODHAVEN BOULEVARD,11385,,,40.70995379160461,"{'type': 'Point', 'coordinates': [-73.859561762704, 40.709953791605]}",Restaurant/Bar/Deli/Bakery,-73.85956176270422,ONLINE,QUEENS,Unspecified,2019-03-29T10:15:25.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,WOODHAVEN BOULEVARD,,,41915932,1023185,197963
1,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3060440043,BROOKLYN,,,,BROOKLYN,2019-03-29T00:00:01.000,10 BROOKLYN,Food Poisoning,2019-03-09T00:00:00.000,86 STREET,87 STREET,1 or 2,2019-03-23T08:31:55.000,N/A,8614 4 AVENUE,11209,,,40.622623014588186,"{'type': 'Point', 'coordinates': [-74.028432726321, 40.622623014588]}",Restaurant/Bar/Deli/Bakery,-74.02843272632096,ONLINE,BROOKLYN,Unspecified,2019-03-29T10:17:46.000,"The Department of Health and Mental Hygiene will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection by the agency. Initial status will be available 14 days after the date of your complaint by calling 311. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center which can be reached through 311.   Please note your Service Request number for future reference.",,Closed,4 AVENUE,,,41912636,976357,166116
2,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1019410046,MANHATTAN,,,,NEW YORK,2019-03-26T00:00:00.000,10 MANHATTAN,Rodent,2019-03-09T00:00:00.000,7 AVENUE,8 AVENUE,Mouse Sighting,2019-04-08T00:54:35.000,N/A,226 WEST  136 STREET,10030,,,40.8163929535416,"{'type': 'Point', 'coordinates': [-73.944222602936, 40.816392953542]}",3+ Family Apt. Building,-73.94422260293568,PHONE,MANHATTAN,Unspecified,2019-03-26T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST  136 STREET,,,41908303,999689,236716
3,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-21T19:16:17.000,Unspecified MANHATTAN,Rodent,2019-03-09T00:00:00.000,,,Mouse Sighting,2019-04-08T16:20:50.000,N/A,414 EAST 84 STREET,10028,,,40.77510108479009,"{'type': 'Point', 'coordinates': [-73.949842663467, 40.77510108479]}",3+ Family Apt. Building,-73.9498426634668,MOBILE,MANHATTAN,Unspecified,2019-03-21T19:16:17.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 84 STREET,,,41915122,998142,221671
4,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2028350016,BRONX,,,,BRONX,2019-03-11T00:00:00.000,04 BRONX,Rodent,2019-03-09T00:00:00.000,EAST 172 STREET,ROCKWOOD STREET,Signs of Rodents,2019-04-07T23:50:43.000,N/A,1515 GRAND CONCOURSE,10452,,,40.84155052157685,"{'type': 'Point', 'coordinates': [-73.91250561666, 40.841550521577]}",3+ Family Apt. Building,-73.9125056166597,PHONE,BRONX,Unspecified,2019-03-11T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41904058,1008459,245889
5,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-11T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-09T00:00:00.000,,,Rat Sighting,2019-04-08T00:31:40.000,N/A,2328 DEAN STREET,11233,,,40.67448181894837,"{'type': 'Point', 'coordinates': [-73.910464413431, 40.674481818948]}",3+ Family Apt. Building,-73.91046441343131,MOBILE,BROOKLYN,Unspecified,2019-03-11T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,DEAN STREET,,,41906748,1009086,185021
6,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-12T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-09T00:00:00.000,,,Signs of Rodents,2019-04-08T00:30:36.000,N/A,761 MANHATTAN AVENUE,11222,,,40.72674536797401,"{'type': 'Point', 'coordinates': [-73.952794241833, 40.726745367974]}",3+ Family Apt. Building,-73.95279424183339,MOBILE,BROOKLYN,Unspecified,2019-03-12T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,MANHATTAN AVENUE,,,41909816,997334,204053
7,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-09T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-09T00:00:00.000,,,Rat Sighting,2019-04-08T02:15:06.000,N/A,515 WEST 147 STREET,10031,,,40.8271483171057,"{'type': 'Point', 'coordinates': [-73.947545090399, 40.827148317106]}",3+ Family Apt. Building,-73.94754509039944,MOBILE,MANHATTAN,Unspecified,2019-03-09T02:18:07.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST 147 STREET,,,41910049,998767,240634
8,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3013770002,BROOKLYN,,,,BROOKLYN,2019-03-19T12:19:41.000,08 BROOKLYN,Rodent,2019-03-09T00:00:00.000,STERLING PLACE,ST JOHNS PLACE,Mouse Sighting,2019-04-08T00:04:51.000,N/A,239 TROY AVENUE,11213,,,40.67114224693863,"{'type': 'Point', 'coordinates': [-73.936452965252, 40.671142246939]}",3+ Family Apt. Building,-73.93645296525173,ONLINE,BROOKLYN,Unspecified,2019-03-19T12:19:41.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,TROY AVENUE,,,41911291,1001878,183798
9,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-09T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-09T00:00:00.000,,,Mouse Sighting,2019-04-08T19:34:00.000,N/A,534 EAST 83 STREET,10028,,,40.773065960786035,"{'type': 'Point', 'coordinates': [-73.946999193548, 40.773065960786]}",3+ Family Apt. Building,-73.94699919354764,MOBILE,MANHATTAN,Unspecified,2019-03-09T19:37:09.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 83 STREET,,,41912521,998930,220930
