,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
0,ADDRESS,DEP,Department of Environmental Protection,1013020033,MANHATTAN,,,,NEW YORK,2019-03-08T12:05:00.000,06 MANHATTAN,Asbestos,2019-03-03T00:00:00.000,LEXINGTON AVE,3 AVE,Asbestos Complaint (B1),,N/A,155 EAST   47 STREET,10017,,,40.754320163093986,"{'type': 'Point', 'coordinates': [-73.973001740547, 40.754320163094]}",,-73.97300174054661,UNKNOWN,MANHATTAN,Unspecified,2019-03-08T12:05:00.000,The Department of Environmental Protection investigated this complaint and found that no asbestos was disturbed.,,Closed,EAST   47 STREET,,,41907255,991730,214097
1,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3012120061,BROOKLYN,,,,BROOKLYN,2019-03-03T00:00:00.000,08 BROOKLYN,Rodent,2019-03-03T00:00:00.000,ROGERS AVENUE,NOSTRAND AVENUE,Signs of Rodents,2019-04-02T21:38:28.000,N/A,1059 BERGEN STREET,11216,,,40.67617238875205,"{'type': 'Point', 'coordinates': [-73.951204109542, 40.676172388752]}",3+ Family Apt. Building,-73.95120410954186,ONLINE,BROOKLYN,Unspecified,2019-03-03T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BERGEN STREET,,,41864860,997785,185628
2,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-28T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T18:12:24.000,N/A,145 EAST 125 STREET,10035,,,40.80451558372426,"{'type': 'Point', 'coordinates': [-73.937040833659, 40.804515583724]}",Commercial Building,-73.93704083365922,MOBILE,MANHATTAN,Unspecified,2019-03-28T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 125 STREET,,,41864196,1001680,232390
3,LATLONG,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,NEW YORK,2019-03-28T00:00:00.000,Unspecified MANHATTAN,Rodent,2019-03-03T00:00:00.000,,,Mouse Sighting,2019-04-02T10:58:39.000,N/A,2182 LEXINGTON AVENUE,10037,,,40.80798950848451,"{'type': 'Point', 'coordinates': [-73.935419235287, 40.807989508485]}",3+ Family Apt. Building,-73.93541923528721,MOBILE,MANHATTAN,Unspecified,2019-03-28T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,LEXINGTON AVENUE,,,41861554,1002128,233656
4,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,MIDDLE VILLAGE,2019-03-21T00:00:00.000,Unspecified QUEENS,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T13:38:24.000,N/A,75-43 METROPOLITAN AVENUE,11379,,,40.71331312485248,"{'type': 'Point', 'coordinates': [-73.876068338511, 40.713313124852]}",Commercial Building,-73.87606833851066,MOBILE,QUEENS,Unspecified,2019-03-21T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,METROPOLITAN AVENUE,,,41860741,1018607,199180
5,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-05T15:25:45.000,Unspecified BRONX,Rodent,2019-03-03T00:00:00.000,,,Mouse Sighting,2019-04-02T00:00:41.000,N/A,2365 TIEBOUT AVENUE,10458,,,40.85875502181081,"{'type': 'Point', 'coordinates': [-73.896735769768, 40.858755021811]}",3+ Family Apt. Building,-73.89673576976767,MOBILE,BRONX,Unspecified,2019-03-05T15:25:45.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,TIEBOUT AVENUE,,,41853744,1012815,252162
6,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3007450037,BROOKLYN,,,,BROOKLYN,2019-03-03T00:00:00.000,07 BROOKLYN,Rodent,2019-03-03T00:00:00.000,2 AVENUE,3 AVENUE,Rat Sighting,2019-04-02T00:17:49.000,N/A,266 45 STREET,11220,,,40.65107280418678,"{'type': 'Point', 'coordinates': [-74.012667382347, 40.651072804187]}",3+ Family Apt. Building,-74.01266738234672,ONLINE,BROOKLYN,Unspecified,2019-03-03T00:20:50.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,45 STREET,,,41853771,980735,176480
7,ADDRESS,NYPD,New York City Police Department,1019880109,MANHATTAN,,,,NEW YORK,2019-03-03T06:55:36.000,09 MANHATTAN,Noise - Residential,2019-03-03T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,2019-03-03T08:00:00.000,Precinct,502 WEST 136 STREET,10031,,,40.81973409776633,"{'type': 'Point', 'coordinates': [-73.952157434928, 40.819734097766]}",Residential Building/House,-73.95215743492821,PHONE,MANHATTAN,Unspecified,2019-03-03T06:55:36.000,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,Closed,WEST 136 STREET,,,41854317,997492,237932
8,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2037820034,BRONX,,,,BRONX,2019-03-03T00:00:00.000,09 BRONX,Rodent,2019-03-03T00:00:00.000,WESTCHESTER AVENUE,EAST 172 STREET,Signs of Rodents,2019-04-02T01:20:40.000,N/A,1271 NOBLE AVENUE,10472,,,40.83162971193947,"{'type': 'Point', 'coordinates': [-73.870207141962, 40.831629711939]}",3+ Family Apt. Building,-73.87020714196197,PHONE,BRONX,Unspecified,2019-03-03T01:54:25.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,NOBLE AVENUE,,,41857046,1020168,242289
9,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-05T00:00:00.000,Unspecified BRONX,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T00:25:18.000,N/A,716 EAST 181 STREET,10457,,,40.848489641483724,"{'type': 'Point', 'coordinates': [-73.887722671475, 40.848489641484]}",1-2 Family Dwelling,-73.88772267147496,MOBILE,BRONX,Unspecified,2019-03-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 181 STREET,,,41859011,1015313,248425
10,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-08T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T21:49:49.000,N/A,334 48 STREET,11220,,,40.64817978132802,"{'type': 'Point', 'coordinates': [-74.012861430233, 40.648179781328]}",3+ Family Apt. Building,-74.0128614302328,MOBILE,BROOKLYN,Unspecified,2019-03-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,48 STREET,,,41860246,980681,175426
11,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-08T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T02:52:15.000,N/A,1454 86 STREET,11228,,,40.61172921809639,"{'type': 'Point', 'coordinates': [-74.010567338713, 40.611729218096]}",Commercial Building,-74.01056733871297,MOBILE,BROOKLYN,Unspecified,2019-03-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,86 STREET,,,41860247,981316,162146
12,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1019040015,MANHATTAN,,,,NEW YORK,2019-03-03T00:00:00.000,10 MANHATTAN,Rodent,2019-03-03T00:00:00.000,LENOX AVENUE,7 AVENUE,Condition Attracting Rodents,2019-04-02T21:52:48.000,N/A,135 WEST  119 STREET,10026,,,40.80443932682152,"{'type': 'Point', 'coordinates': [-73.949394326849, 40.804439326822]}",3+ Family Apt. Building,-73.94939432684862,ONLINE,MANHATTAN,Unspecified,2019-03-03T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST  119 STREET,,,41860538,998260,232360
13,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-05T00:00:00.000,Unspecified BRONX,Rodent,2019-03-03T00:00:00.000,,,Signs of Rodents,2019-04-02T23:53:49.000,N/A,346 EAST 173 STREET,10457,,,40.843216290653686,"{'type': 'Point', 'coordinates': [-73.905217161978, 40.843216290654]}",3+ Family Apt. Building,-73.90521716197807,MOBILE,BRONX,Unspecified,2019-03-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EAST 173 STREET,,,41860690,1010475,246498
14,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2046540048,BRONX,,,,BRONX,2019-03-04T00:00:01.000,12 BRONX,Food Poisoning,2019-03-03T00:00:00.000,EAST 219 STREET,EAST 220 STREET,3 or More,2019-03-17T18:35:34.000,N/A,3815 WHITE PLAINS ROAD,10467,,,40.884000803650025,"{'type': 'Point', 'coordinates': [-73.862582707736, 40.88400080365]}",Restaurant/Bar/Deli/Bakery,-73.86258270773642,PHONE,BRONX,Unspecified,2019-03-06T14:27:21.000,"Callers should contact the DOHMH Foodborne Illness unit directly at (646) 632-6103 weekdays from 9AM to 5PM.  DOHMH will review your complaint within 24 hours.  Complaints of this type usually result in complainant contact and/or inspection. Initial status will be available 14 days after the date of your complaint. If you are experiencing medical symptoms, please seek medical attention or consult the NYC Poison Control Center.  Please note your Service Request number for future reference.",,Closed,WHITE PLAINS ROAD,,,41860716,1022248,261373
15,LATLONG,DOHMH,Department of Health and Mental Hygiene,,STATEN ISLAND,,,,STATEN ISLAND,2019-03-03T00:00:00.000,Unspecified STATEN ISLAND,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T13:44:50.000,N/A,142 BIDWELL AVENUE,10314,,,40.62036602067012,"{'type': 'Point', 'coordinates': [-74.13658995457, 40.62036602067]}",1-2 Family Dwelling,-74.13658995457028,MOBILE,STATEN ISLAND,Unspecified,2019-03-03T13:48:17.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,BIDWELL AVENUE,,,41860743,946331,165322
16,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-03-03T00:00:00.000,Unspecified BRONX,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T11:10:42.000,N/A,906 SIMPSON STREET,10459,,,40.81998021496991,"{'type': 'Point', 'coordinates': [-73.893417824537, 40.81998021497]}",3+ Family Apt. Building,-73.8934178245375,MOBILE,BRONX,Unspecified,2019-03-03T11:13:48.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SIMPSON STREET,,,41860744,1013750,238036
17,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2055920078,BRONX,,,,BRONX,2019-03-06T00:00:00.000,10 BRONX,Rodent,2019-03-03T00:00:00.000,COLLIS PLACE,HARDING AVENUE,Rat Sighting,2019-04-02T14:28:01.000,N/A,210 SWINTON AVENUE,10465,,,40.81513645959192,"{'type': 'Point', 'coordinates': [-73.819105195135, 40.815136459592]}",1-2 Family Dwelling,-73.81910519513468,PHONE,BRONX,Unspecified,2019-03-06T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SWINTON AVENUE,,,41860745,1034322,236305
18,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3029070063,BROOKLYN,,,,BROOKLYN,2019-03-07T00:00:00.000,01 BROOKLYN,Rodent,2019-03-03T00:00:00.000,METROPOLITAN AVENUE,BEND,Rat Sighting,2019-04-02T23:23:46.000,N/A,23 ORIENT AVENUE,11211,,,40.71494811482093,"{'type': 'Point', 'coordinates': [-73.940364759423, 40.714948114821]}",1-2 Family Dwelling,-73.9403647594229,PHONE,BROOKLYN,Unspecified,2019-03-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,ORIENT AVENUE,,,41860746,1000782,199757
19,ADDRESS,DOHMH,Department of Health and Mental Hygiene,1018680044,MANHATTAN,,,,NEW YORK,2019-03-07T00:00:00.000,07 MANHATTAN,Rodent,2019-03-03T00:00:00.000,AMSTERDAM AVENUE,BROADWAY,Rat Sighting,2019-04-02T21:22:27.000,N/A,230 WEST   97 STREET,10025,,,40.795210788509564,"{'type': 'Point', 'coordinates': [-73.971034887855, 40.79521078851]}",3+ Family Apt. Building,-73.97103488785471,ONLINE,MANHATTAN,Unspecified,2019-03-07T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,WEST   97 STREET,,,41860747,992270,228995
20,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-03-05T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-03-03T00:00:00.000,,,Rat Sighting,2019-04-02T15:18:32.000,N/A,167 STOCKHOLM STREET,11237,,,40.69970432138696,"{'type': 'Point', 'coordinates': [-73.922934058822, 40.699704321387]}",3+ Family Apt. Building,-73.92293405882164,MOBILE,BROOKLYN,Unspecified,2019-03-05T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,STOCKHOLM STREET,,,41861274,1005619,194207
