,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
0,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2056010013,BRONX,,,,BRONX,,10 BRONX,Standing Water,2019-07-17T00:00:00.000,HARDING AVENUE,MILES AVENUE,Other - Explain Below,,230 EMERSON AVENUE,10465,HARDING AVENUE,MILES AVENUE,EMERSON AVENUE,40.81365646064524,"{'type': 'Point', 'coordinates': [-73.827678348365, 40.813656460645]}",Other,-73.82767834836548,PHONE,BRONX,Unspecified,2019-07-18T00:00:00.000,,,Open,EMERSON AVENUE,,,43306642,,1031950,235761
1,,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,,,Unspecified BROOKLYN,Standing Water,2019-07-17T00:00:00.000,COZINE AVENUE,FORBELL STREET,Other - Explain Below,,COZINE AVENUE,11208,COZINE AVENUE,FORBELL STREET,,40.66313429538939,"{'type': 'Point', 'coordinates': [-73.860273094057, 40.663134295389]}",Other,-73.86027309405682,PHONE,BROOKLYN,Unspecified,2019-07-18T00:00:00.000,,,Open,COZINE AVENUE,,,43306754,,1023015,180905
2,ADDRESS,DOHMH,Department of Health and Mental Hygiene,5061660158,STATEN ISLAND,,,,STATEN ISLAND,2019-07-18T00:00:00.000,03 STATEN ISLAND,Standing Water,2019-07-17T00:00:00.000,SAMANTHA LANE,ALVERSON AVENUE,Other - Explain Below,,43 MORRIS STREET,10309,SAMANTHA LANE,ALVERSON AVENUE,MORRIS STREET,40.55365353468874,"{'type': 'Point', 'coordinates': [-74.210976149892, 40.553653534689]}",Other,-74.21097614989225,PHONE,STATEN ISLAND,Unspecified,2019-07-18T00:00:00.000,,,Closed,MORRIS STREET,,,43307906,,925622,141058
3,,TLC,Taxi and Limousine Commission,,MANHATTAN,,,,NEW YORK,,01 MANHATTAN,For Hire Vehicle Complaint,2019-07-17T00:00:10.000,CHAMBERS STREET,LAFAYETTE STREET,Driver Complaint - Non Passenger,,4 CENTRE STREET,10007,CHAMBERS STREET,LAFAYETTE STREET,CENTRE STREET,40.713253506907705,"{'type': 'Point', 'coordinates': [-74.003942635844, 40.713253506908]}",,-74.00394263584442,ONLINE,MANHATTAN,Unspecified,2019-07-17T16:42:23.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC represe",,In Progress,CENTRE STREET,,"4 CENTRE STREET, MANHATTAN (NEW YORK), NY, 10007",43307075,,983157,199134
4,,TLC,Taxi and Limousine Commission,,MANHATTAN,,,,NEW YORK,,01 MANHATTAN,For Hire Vehicle Complaint,2019-07-17T00:01:06.000,CHAMBERS STREET,LAFAYETTE STREET,Driver Complaint - Non Passenger,,4 CENTRE STREET,10007,CHAMBERS STREET,LAFAYETTE STREET,CENTRE STREET,40.713253506907705,"{'type': 'Point', 'coordinates': [-74.003942635844, 40.713253506908]}",,-74.00394263584442,ONLINE,MANHATTAN,Unspecified,2019-07-22T16:12:37.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC represe",,In Progress,CENTRE STREET,,"4 CENTRE STREET, MANHATTAN (NEW YORK), NY, 10007",43347851,,983157,199134
5,,NYPD,New York City Police Department,3075740019,BROOKLYN,,,,BROOKLYN,2019-07-17T15:17:16.000,14 BROOKLYN,Illegal Parking,2019-07-17T00:01:10.000,DEAD END,AVENUE I,Commercial Overnight Parking,,863 EAST   28 STREET,11210,DEAD END,AVENUE I,EAST   28 STREET,40.629710670862664,"{'type': 'Point', 'coordinates': [-73.949382713177, 40.629710670863]}",Street/Sidewalk,-73.94938271317699,MOBILE,BROOKLYN,Unspecified,2019-07-17T19:17:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,EAST   28 STREET,,,43310107,,998300,168701
6,,NYPD,New York City Police Department,4107460049,QUEENS,,,,QUEENS VILLAGE,2019-07-17T09:45:39.000,13 QUEENS,Noise - Street/Sidewalk,2019-07-17T00:01:48.000,224 STREET,GETTYSBURG STREET,Loud Talking,,224-35 93 ROAD,11428,224 STREET,GETTYSBURG STREET,93 ROAD,40.72298027226839,"{'type': 'Point', 'coordinates': [-73.731258726898, 40.722980272268]}",Street/Sidewalk,-73.73125872689778,PHONE,QUEENS,Unspecified,2019-07-17T13:45:41.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,93 ROAD,,,43303682,,1058741,202792
7,,NYPD,New York City Police Department,1021160017,MANHATTAN,,,,NEW YORK,2019-07-17T04:09:53.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-17T00:02:34.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,536 WEST  158 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  158 STREET,40.83394741102998,"{'type': 'Point', 'coordinates': [-73.942697353982, 40.83394741103]}",Street/Sidewalk,-73.94269735398248,MOBILE,MANHATTAN,Unspecified,2019-07-17T08:10:53.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  158 STREET,,,43304958,,1000107,243112
8,,NYPD,New York City Police Department,2024610130,BRONX,,,,BRONX,2019-07-17T12:37:16.000,04 BRONX,Noise - Vehicle,2019-07-17T00:03:02.000,EAST  164 STREET,CARROLL PLACE,Car/Truck Music,,1011 SHERIDAN AVENUE,10456,EAST  164 STREET,CARROLL PLACE,SHERIDAN AVENUE,40.829413000530494,"{'type': 'Point', 'coordinates': [-73.91948834363, 40.82941300053]}",,-73.9194883436301,PHONE,BRONX,Unspecified,2019-07-17T16:37:18.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,SHERIDAN AVENUE,,,43308511,,1006531,241465
9,,NYPD,New York City Police Department,2028460074,BRONX,,,,BRONX,2019-07-17T12:35:44.000,04 BRONX,Noise - Street/Sidewalk,2019-07-17T00:03:37.000,EAST  172 STREET,EAST MT EDEN AVENUE,Loud Music/Party,,1505 TOWNSEND AVENUE,10452,EAST  172 STREET,EAST MT EDEN AVENUE,TOWNSEND AVENUE,40.842340146343126,"{'type': 'Point', 'coordinates': [-73.915038111528, 40.842340146343]}",Street/Sidewalk,-73.91503811152762,ONLINE,BRONX,Unspecified,2019-07-17T16:35:47.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,TOWNSEND AVENUE,,,43309952,,1007758,246176
10,,TLC,Taxi and Limousine Commission,1004700032,MANHATTAN,,,,NEW YORK,,02 MANHATTAN,For Hire Vehicle Complaint,2019-07-17T00:04:28.000,MOTT STREET,ELIZABETH STREET,Driver Complaint - Non Passenger,,206 GRAND STREET,10013,MOTT STREET,ELIZABETH STREET,GRAND STREET,40.7190147691353,"{'type': 'Point', 'coordinates': [-73.996356444262, 40.719014769135]}",,-73.99635644426193,ONLINE,MANHATTAN,Unspecified,2019-07-22T16:12:43.000,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC represe",,In Progress,GRAND STREET,,"206 GRAND STREET, MANHATTAN (NEW YORK), NY, 10013",43347893,,985260,201233
11,,NYPD,New York City Police Department,1021160017,MANHATTAN,,,,NEW YORK,2019-07-17T04:31:30.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-17T00:05:55.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,536 WEST  158 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  158 STREET,40.83394741102998,"{'type': 'Point', 'coordinates': [-73.942697353982, 40.83394741103]}",Street/Sidewalk,-73.94269735398248,MOBILE,MANHATTAN,Unspecified,2019-07-17T08:31:50.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  158 STREET,,,43307374,,1000107,243112
12,,NYPD,New York City Police Department,2029830030,BRONX,,,,BRONX,2019-07-17T04:13:30.000,03 BRONX,Noise - Street/Sidewalk,2019-07-17T00:06:30.000,EAST  173 STREET,EAST  174 STREET,Loud Talking,,1705 HOE AVENUE,10460,EAST  173 STREET,EAST  174 STREET,HOE AVENUE,40.83634934042209,"{'type': 'Point', 'coordinates': [-73.887262518177, 40.836349340422]}",Street/Sidewalk,-73.88726251817741,ONLINE,BRONX,Unspecified,2019-07-17T08:13:40.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,HOE AVENUE,,,43304305,,1015446,244002
13,,NYPD,New York City Police Department,1021180011,MANHATTAN,,,,NEW YORK,2019-07-17T04:17:24.000,12 MANHATTAN,Noise - Street/Sidewalk,2019-07-17T00:06:35.000,AMSTERDAM AVENUE,BROADWAY,Loud Music/Party,,560 WEST  160 STREET,10032,AMSTERDAM AVENUE,BROADWAY,WEST  160 STREET,40.83539640203122,"{'type': 'Point', 'coordinates': [-73.942262450918, 40.835396402031]}",Street/Sidewalk,-73.94226245091785,MOBILE,MANHATTAN,Unspecified,2019-07-17T08:17:28.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WEST  160 STREET,,,43304922,,1000227,243640
