,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,vehicle_type,x_coordinate_state_plane,y_coordinate_state_plane
0,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3026900033,BROOKLYN,,,,BROOKLYN,2019-07-18T00:00:00.000,01 BROOKLYN,Standing Water,2019-07-15T00:00:00.000,DRIGGS AVENUE,NASSAU AVENUE,Puddle in Ground,,565 MORGAN AVENUE,11222,DRIGGS AVENUE,NASSAU AVENUE,MORGAN AVENUE,40.72427986130796,"{'type': 'Point', 'coordinates': [-73.939526622617, 40.724279861308]}",1-2 Family Dwelling,-73.93952662261668,PHONE,BROOKLYN,Unspecified,2019-07-18T00:00:00.000,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,,Closed,MORGAN AVENUE,,,43290172,,1001012,203157
1,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4119780025,QUEENS,,,,Jamaica,2019-07-18T00:00:00.000,12 QUEENS,Standing Water,2019-07-15T00:00:00.000,LINDEN BOULEVARD,115 AVENUE,Other - Explain Below,,114-40 148 STREET,11436,LINDEN BOULEVARD,115 AVENUE,148 STREET,40.685093758992316,"{'type': 'Point', 'coordinates': [-73.795108989138, 40.685093758992]}",Other,-73.79510898913774,PHONE,QUEENS,Unspecified,2019-07-18T00:00:00.000,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,,Closed,148 STREET,,,43290104,,1041075,188941
2,,DOHMH,Department of Health and Mental Hygiene,,MANHATTAN,,,,,2019-07-18T00:00:00.000,Unspecified MANHATTAN,Standing Water,2019-07-15T00:00:00.000,AVENUE A,EAST 10 STREET,Other - Explain Below,,AVENUE A,10009,AVENUE A,EAST   10 STREET,,40.72784608591825,"{'type': 'Point', 'coordinates': [-73.982227193827, 40.727846085918]}",Other,-73.982227193827,PHONE,MANHATTAN,Unspecified,2019-07-18T00:00:00.000,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,,Closed,AVENUE A,,,43289245,,989176,204451
3,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2042630015,BRONX,,,,BRONX,2019-07-18T00:00:00.000,11 BRONX,Standing Water,2019-07-15T00:00:00.000,MULINER AVENUE,MATTHEWS AVENUE,Other - Explain Below,,1913 BRONXDALE AVENUE,10462,MULINER AVENUE,MATTHEWS AVENUE,BRONXDALE AVENUE,40.84895037020098,"{'type': 'Point', 'coordinates': [-73.862062335039, 40.848950370201]}",Other,-73.86206233503924,ONLINE,BRONX,Unspecified,2019-07-18T00:00:00.000,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,,Closed,BRONXDALE AVENUE,,,43285902,,1022412,248603
4,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4091180088,QUEENS,,,,Ozone Park,2019-07-18T00:00:00.000,10 QUEENS,Standing Water,2019-07-15T00:00:00.000,103 AVENUE,LIBERTY AVENUE,Puddle in Ground,,103-30 96 STREET,11417,103 AVENUE,LIBERTY AVENUE,96 STREET,40.68182146895644,"{'type': 'Point', 'coordinates': [-73.843756922539, 40.681821468956]}",1-2 Family Dwelling,-73.84375692253889,PHONE,QUEENS,Unspecified,2019-07-18T00:00:00.000,The Department of Health and Mental Hygiene issued a Notice of Violation to the property owner.,,Closed,96 STREET,,,43285578,,1027585,187721
5,,NYPD,New York City Police Department,2039060001,BRONX,,,,BRONX,2019-07-15T05:21:03.000,06 BRONX,Noise - Street/Sidewalk,2019-07-15T00:00:38.000,DEVOE AVENUE,BRONX PARK AVENUE,Loud Music/Party,,1110 WYATT STREET,10460,DEVOE AVENUE,BRONX PARK AVENUE,WYATT STREET,40.83930620730105,"{'type': 'Point', 'coordinates': [-73.877300918067, 40.839306207301]}",Street/Sidewalk,-73.8773009180668,PHONE,BRONX,Unspecified,2019-07-15T09:21:30.000,The Police Department responded to the complaint and with the information available observed no evid,,Closed,WYATT STREET,,,43277819,,1018201,245083
6,,NYPD,New York City Police Department,3081240088,BROOKLYN,,,,BROOKLYN,2019-07-15T16:25:45.000,18 BROOKLYN,Noise - Street/Sidewalk,2019-07-15T00:00:39.000,KRIER PLACE,FOSTER AVENUE,Loud Music/Party,,932 EAST   92 STREET,11236,KRIER PLACE,FOSTER AVENUE,EAST   92 STREET,40.64579858844303,"{'type': 'Point', 'coordinates': [-73.910120930338, 40.645798588443]}",Street/Sidewalk,-73.91012093033767,MOBILE,BROOKLYN,Unspecified,2019-07-15T20:26:01.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST   92 STREET,,,43280107,,1009192,174571
7,,NYPD,New York City Police Department,1022150116,BRONX,,,,BRONX,2019-07-15T00:21:09.000,08 BRONX,Noise - Residential,2019-07-15T00:00:57.000,WEST  225 STREET,BROADWAY,Loud Music/Party,,69 WEST  225 STREET,10463,WEST  225 STREET,BROADWAY,WEST  225 STREET,40.87399829533108,"{'type': 'Point', 'coordinates': [-73.908843412754, 40.873998295331]}",Residential Building/House,-73.9088434127539,ONLINE,BRONX,Unspecified,2019-07-15T04:22:25.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,WEST  225 STREET,,,43278155,,1009460,257712
8,INTERSECTION,DOT,Department of Transportation,,BROOKLYN,,,,BROOKLYN,2019-07-15T00:58:00.000,14 BROOKLYN,Traffic Signal Condition,2019-07-15T00:01:00.000,BEDFORD AVE,AVE D,Controller,N/A,,11226,BEDFORD AVENUE,AVENUE D,,40.64059031737562,"{'type': 'Point', 'coordinates': [-73.954282075321, 40.640590317376]}",,-73.95428207532147,UNKNOWN,BROOKLYN,Unspecified,2019-07-15T00:58:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,Closed,,,,43282857,,996938,172664
9,,NYPD,New York City Police Department,1015580031,MANHATTAN,,,,NEW YORK,2019-07-15T01:14:48.000,08 MANHATTAN,Noise - Residential,2019-07-15T00:01:49.000,2 AVENUE,1 AVENUE,Loud Music/Party,,336 EAST   96 STREET,10128,2 AVENUE,1 AVENUE,EAST   96 STREET,40.78356112759858,"{'type': 'Point', 'coordinates': [-73.94548506121, 40.783561127599]}",Residential Building/House,-73.94548506121008,PHONE,MANHATTAN,Unspecified,2019-07-15T05:14:57.000,The Police Department responded to the complaint and took action to fix the condition.,,Closed,EAST   96 STREET,,,43278947,,999347,224754
