,address_type,agency,agency_name,bbl,borough,bridge_highway_direction,bridge_highway_name,bridge_highway_segment,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,road_ramp,status,street_name,taxi_company_borough,taxi_pick_up_location,unique_key,x_coordinate_state_plane,y_coordinate_state_plane
0,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2028050056,BRONX,,,,BRONX,2019-01-13T00:00:00.000,05 BRONX,Rodent,2019-01-13T00:00:00.000,MT HOPE PLACE,EAST 177 STREET,Condition Attracting Rodents,2019-02-12T00:16:14.000,N/A,1881 GRAND CONCOURSE,10453,,,40.84884127531168,"{'type': 'Point', 'coordinates': [-73.906539291548, 40.848841275312]}",3+ Family Mixed Use Building,-73.90653929154836,ONLINE,BRONX,Unspecified,2019-01-13T00:18:56.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,GRAND CONCOURSE,,,41404006,1010107,248547
1,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-16T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T00:39:40.000,N/A,89 RIDGEWOOD AVENUE,11208,,,40.68288640965102,"{'type': 'Point', 'coordinates': [-73.88576607233, 40.682886409651]}",1-2 Family Dwelling,-73.88576607232994,MOBILE,BROOKLYN,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,RIDGEWOOD AVENUE,,,41404196,1015933,188091
2,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BRONX,,,,BRONX,2019-01-16T00:00:00.000,Unspecified BRONX,Rodent,2019-01-13T00:00:00.000,,,Mouse Sighting,2019-02-12T01:53:58.000,N/A,2198 CRUGER AVENUE,10462,,,40.85630299424838,"{'type': 'Point', 'coordinates': [-73.866348854802, 40.856302994248]}",3+ Family Apt. Building,-73.86634885480224,MOBILE,BRONX,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,CRUGER AVENUE,,,41404592,1021222,251280
3,LATLONG,DOHMH,Department of Health and Mental Hygiene,,BROOKLYN,,,,BROOKLYN,2019-01-24T00:00:00.000,Unspecified BROOKLYN,Rodent,2019-01-13T00:00:00.000,,,Rat Sighting,2019-02-12T01:24:30.000,N/A,259 HERZL STREET,11212,,,40.66355737931982,"{'type': 'Point', 'coordinates': [-73.913766365986, 40.66355737932]}",1-2 Family Dwelling,-73.91376636598562,MOBILE,BROOKLYN,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HERZL STREET,,,41409448,1008174,181040
4,ADDRESS,DOHMH,Department of Health and Mental Hygiene,2056060157,BRONX,,,,BRONX,2019-01-16T00:00:00.000,10 BRONX,Unsanitary Pigeon Condition,2019-01-13T00:00:00.000,GRAFF AVENUE,BALCOM AVENUE,Pigeon Waste,2019-02-12T13:04:11.000,N/A,2710 HARDING AVENUE,10465,,,40.81453797815106,"{'type': 'Point', 'coordinates': [-73.822553305535, 40.814537978151]}",1-2 Family Dwelling,-73.82255330553527,PHONE,BRONX,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,HARDING AVENUE,,,41409764,1033368,236085
5,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3013720076,BROOKLYN,,,,BROOKLYN,2019-01-15T16:35:50.000,08 BROOKLYN,Rodent,2019-01-13T00:00:00.000,SCHENECTADY AVENUE,UTICA AVENUE,Rat Sighting,2019-02-12T09:53:37.000,N/A,1373 STERLING PLACE,11213,,,40.6715931103321,"{'type': 'Point', 'coordinates': [-73.93288727279, 40.671593110332]}",3+ Family Apt. Building,-73.93288727278977,PHONE,BROOKLYN,Unspecified,2019-01-15T16:35:50.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,STERLING PLACE,,,41409931,1002867,183963
6,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3024340008,BROOKLYN,,,,BROOKLYN,2019-01-13T00:00:00.000,01 BROOKLYN,Rodent,2019-01-13T00:00:00.000,HAVEMEYER STREET,BIKE PATH,Rat Sighting,2019-02-12T17:16:39.000,N/A,244 SOUTH    3 STREET,11211,,,40.71077554615295,"{'type': 'Point', 'coordinates': [-73.957779653465, 40.710775546153]}",3+ Family Apt. Building,-73.95777965346514,PHONE,BROOKLYN,Unspecified,2019-01-13T17:22:40.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,SOUTH    3 STREET,,,41409936,995955,198234
7,ADDRESS,DOHMH,Department of Health and Mental Hygiene,3011790071,BROOKLYN,,,,BROOKLYN,2019-01-13T00:00:00.000,08 BROOKLYN,Rodent,2019-01-13T00:00:00.000,UNDERHILL AVENUE,BEND,Rat Sighting,2019-02-12T13:53:09.000,N/A,95 EASTERN PARKWAY,11238,,,40.672620422134116,"{'type': 'Point', 'coordinates': [-73.965792424582, 40.672620422134]}",3+ Family Apt. Building,-73.9657924245824,ONLINE,BROOKLYN,Unspecified,2019-01-13T13:56:27.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,EASTERN PARKWAY,,,41409939,993739,184332
8,ADDRESS,DOHMH,Department of Health and Mental Hygiene,4032200053,QUEENS,,,,Forest Hills,2019-01-16T00:00:00.000,06 QUEENS,Rodent,2019-01-13T00:00:00.000,70 ROAD,70 DRIVE,Condition Attracting Rodents,2019-02-12T09:22:43.000,N/A,100-27 METROPOLITAN AVENUE,11375,,,40.71074101741809,"{'type': 'Point', 'coordinates': [-73.852558843311, 40.710741017418]}",Parking Lot/Garage,-73.85255884331076,ONLINE,QUEENS,Unspecified,2019-01-16T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,METROPOLITAN AVENUE,,,41410076,1025126,198253
9,LATLONG,DOHMH,Department of Health and Mental Hygiene,,QUEENS,,,,SOUTH OZONE PARK,2019-01-24T00:00:00.000,Unspecified QUEENS,Rodent,2019-01-13T00:00:00.000,,,Signs of Rodents,2019-02-12T11:47:11.000,N/A,115-40 121 STREET,11420,,,40.67627687639974,"{'type': 'Point', 'coordinates': [-73.817553073143, 40.6762768764]}",1-2 Family Dwelling,-73.8175530731434,MOBILE,QUEENS,Unspecified,2019-01-24T00:00:00.000,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,,Closed,121 STREET,,,41410166,1034857,185715
